name,address,locality,coordinates.latitude+,coordinates.longitude+,hours.sun,hours.mon,hours.tue,hours.wed,hours.thu,hours.fri,hours.sat
Qdoba Mexican Grill,"San Diego International Airport, San Diego 92101",Airport: SAN,32.732283,-117.204457,,,,,,,
Rafa's Mexican Food,"566 Paraiso Ave, Spring Valley 91977",Spring Valley,32.707161,-116.996397,,,,,,,
Ramberto's Taco Shop,"1039 Sweetwater Rd, Spring Valley 91977",Spring Valley,32.713944,-117.012593,,,,,,,
Ramirez Taco Shop,"3642 National Ave, San Diego 92113",Mountain View,32.696137,-117.115734,,,,,,,
Ramiro's Taco Shop,"4525 Mission Boulevard, San Diego 92109",Pacific Beach,32.796855,-117.255436,,,,,,,
Ranas Mexico City Cuisine,"9683 Campo Rd, Spring Valley 91977",Spring Valley,32.747863,-116.98771,,,,,,,
Rancho la Lena,"2367 San Diego Ave, San Diego 92110",Old Town,32.750635,-117.193143,,,,,,,
Rancho Valencia,"5921 Rancho Valencia Dr, Rancho Santa Fe 92067",Rancho Santa Fe,32.991409,-117.185791,,,,,,,
Rancho Viejo,"8001 Mission Gorge Rd, Santee 92071",Santee,32.836548,-117.0225618,,,,,,,
Rancho Villa's,"2425 Fletcher Pkwy, El Cajon 92020",El Cajon,32.802225,-116.997821,,,,,,,
Ranchos Cocina,"3910 30th Street, San Diego 92104",North Park,32.748765,-117.130362,,,,,,,
Ranchos Cocina,"1830 Sunset Cliffs Blvd, San Diego 92107",Ocean Beach,32.743656,-117.248756,,,,,,,
Ranchos Mexican & Vegetarian,"1830 Sunset Cliffs Boulevard, San Diego 92107",Ocean Beach,32.743645,-117.24876,,,,,,,
Ray's Mexican,"2885 El Cajon Boulevard, San Diego 92104",North Park,32.755063,-117.131847,,,,,,,
Rene's Mexican Grill and Cantina,"12845 Poway Rd, Poway 92064",Poway,32.956426,-117.052048,,,,,,,
Restaurant Vallarte,"2335 Roll Dr, San Diego 92154",Otay Mesa West,32.555833,-116.93729,,,,,,,
Rigoberto's,"5070 Federal Blvd, San Diego 92102",Oak Park,32.721537,-117.085828,,,,,,,
Rigobertos Taco Shop,"2704 University Avenue, San Diego 92104",North Park,32.748478,-117.13501,,,,,,,
Rigoberto's Taco Shop,"6990 La Jolla Boulevard, San Diego 92037",La Jolla,32.8325415,-117.2771181,,,,,,,
Rigoberto's Taco Shop,"7345 La Jolla Boulevard, La Jolla 92037",La Jolla,32.83736,-117.27821,,,,,,,
Rigoberto's Taco Shop,"5454 Jackson Drive, La Mesa 91942",La Mesa,32.778664,-117.01864,,,,,,,
Rigoberto's Taco Shop,"7094 Miramar Road, San Diego 92121",Miramar,32.879383,-117.162186,,,,,,,
Rincon Del Mar,"314 Highland Ave, National City 91950",National City,32.6821483,-117.1003063,,,,,,,
Robert Tacos and Mariscos,"999 Cardiff St, San Diego 92114",Paradise Hills,32.7166162,-117.0249937,,,,,,,
Roberto Taco Shop,"6695 Mira Mesa Blvd, San Diego 92121",Mira Mesa,32.9065742,-117.1747282,,,,,,,
Roberto's,"4770 Voltaire St, San Diego 92107",Ocean Beach,32.749656,-117.242521,,,,,,,
Roberto's Mexican Food,"2206 Carmel Valley Rd, Del Mar 92014",Torrey Pines,32.934165,-117.255021,,,,,,,
Roberto's Mexican Food,"445 N Hwy 101, Solana Beach 92075",Solana Beach,32.997867,-117.274171,,,,,,,
Roberto's Mexican Food,"492 W San Ysidro Blvd, San Diego 92173",San Ysidro,32.555889,-117.054014,,,,,,,
Roberto's Taco Shop,"5150 Murphy Canyon Rd, San Diego 92123",Kearny Mesa,32.826091,-117.119462,,,,,,,
Roberto's Taco Shop,"4090 El Cajon Blvd, San Diego 92105",Kensington,32.755364,-117.107397,,,,,,,
Roberto's Taco Shop,"7287 El Cajon Blvd, San Diego 92115",La Mesa,32.768663,-117.040728,,,,,,,
Roberto's Taco Shop,"6780 Miramar Rd, San Diego 92121",Sorrento Valley,32.878282,-117.168939,,,,,,,
Roberto's Taco Shop,"1525 Morena Blvd, San Diego 92110",Bay Park,32.7746781,-117.2057075,,,,,,,
Roberto's Taco Shop,"6030 Mission Gorge Rd, San Diego 92120",Grantville,32.783771,-117.098139,,,,,,,
Roberto's Taco Shop,"3755 Murphy Canyon Rd, San Diego 92123",Kearny Mesa,32.810269,-117.116673,,,,,,,
Roberto's Taco Shop,"2744 El Cajon Blvd, San Diego 92104",North Park,32.755537,-117.134543,,,,,,,
Roberto's Taco Shop,"4427 Ingraham St, San Diego 92109",Pacific Beach,32.798464,-117.240292,,,,,,,
Roberto's Taco Shop,"1104 E Washington Ave, El Cajon 92019",El Cajon,32.787755,-116.944217,,,,,,,
Roberto's Taco Shop Clairemont,"3095 Clairemont Dr, San Diego 92117",Bay Park,32.797212,-117.193127,,,,,,,
Rockin' Baja Coastal Cantina,"301 5th Avenue, San Diego 92101",Gaslamp,32.708445,-117.159985,,,,,,,
Rockin Baja Lobster,"310 5th Avenue, San Diego 92101",Gaslamp,32.70861,-117.160262,,,,,,,
Rodrigo's Taco Shop,"9926 Carmel Mountain Rd, San Diego 92129",Rancho Penasquitos,32.960484,-117.114784,,,,,,,
Rojelio's Taco Shop,"6145 El Cajon Blvd, San Diego 92115",College Area,32.762166,-117.065535,,,,,,,
Rolandos Taco Shop,"2303 National Ave, San Diego 92113",Barrio Logan,32.695905,-117.138416,,,,,,,
Rolando's Taco Shop,"3030 Kurtz Street, San Diego 92110",Point Loma,32.7530223,-117.2044909,,,,,,,
Rolberto's Mexican Food,"3462 Adams Ave, San Diego 92116",Normal Heights,32.763437,-117.118101,,,,,,,
Romesco Baja Med Bistro,"4346 Bonita Rd, Bonita 91902",Bonita,32.660473,-117.034089,,,,,,,
Rosarito Taco Shop,"2805 Lemon Grove Ave, Lemon Grove 91945",Lemon Grove,32.736729,-117.030786,,,,,,,
Rosarito's Mexican Food,"6062 Lake Murray Blvd, La Mesa 91942",La Mesa,32.7894,-117.022192,,,,,,,
Ruben's Tamale Shop,"9348 Jamacha Blvd, Spring Valley 91977",Spring Valley,32.708037,-116.99845,,,,,,,
Rubio's,"Univeristy of San Diego Price Center, 9500 Gillman Drive, La Jolla 92093",University of San Diego Price Center,32.872708,-117.237574,,,,,,,
Rubio's,"910 Grand Avenue, San Diego 92109",Pacific Beach,32.795335,-117.252777,,,,,,,
Rubio's,"5500 Grossmont Center Drive, La Mesa 91942",La Mesa,32.77981,-117.009753,,,,,,,
Rubio's,"4504 Mission Bay Drive, San Diego 92109",Pacific Beach,32.8026867,-117.2165653,,,,,,,
Rubio's,"2260 Callagan Highway, San Diego 92136",Barrio Logan,32.683436,-117.124394,,,,,,,
Rubio's Coastal Grill,"3555 Rosecrans Street, San Diego 92110",Point Loma,32.750126,-117.205411,,,,,,,
Rubio's Coastal Grill,"9187 Clairemont Mesa Boulevard, San Diego 92123",Kearny Mesa,32.831209,-117.131568,,,,,,,
Rubio's Coastal Grill,"7420 Clairemont Mesa Boulevard, San Diego 92111",Kearny Mesa,32.832841,-117.158501,,,,,,,
Rubio's Coastal Grill,"7530 Fay Avenue, La Jolla 92037",La Jolla,32.840868,-117.274075,,,,,,,
Rubio's Coastal Grill,"8855 Villa La Jolla Drive, La Jolla 92037",La Jolla,32.868196,-117.233342,,,,,,,
Rubio's Coastal Grill,"9254 Scranton Road, San Diego 92121",Sorrento Valley,32.890624,-117.201375,,,,,,,
Rubio's Coastal Grill,"8935 Towne Centre Drive, San Diego 92122",University City,32.868011,-117.206922,,,,,,,
Rubio's Coastal Grill,"10732 Westview Parkway, San Diego 92126",Mira Mesa,32.916531,-117.120656,,,,,,,
Rubio's Coastal Grill,"10785 Scripps Poway Parkway, San Diego 92131",Scripps Ranch,32.936567,-117.096869,,,,,,,
Rubio's Coastal Grill,"3675 Murphy Canyon Road, San Diego 92123",Kearny Mesa,32.808642,-117.115691,,,,,,,
Rubio's Coastal Grill,"3545 Del Mar Heights Road, San Diego 92130",Carmel Valley,32.954306,-117.230682,,,,,,,
Rubio's Coastal Grill,"437 South Highway 101, Solana Beach 92075",Solana Beach,32.986351,-117.270622,,,,,,,
Rubio's Coastal Grill,"3406 College Avenue, San Diego 92115",Lemon Grove,32.742944,-117.051958,,,,,,,
Rubio's Coastal Grill,"7836 Highlands Village Place, San Diego 92129",Rancho Penasquitos,32.96236,-117.154097,,,,,,,
Rubio's Coastal Grill,"16588 Bernardo Center Drive, San Diego 92128",Rancho Bernardo,33.014877,-117.077132,,,,,,,
Rubio's Coastal Grill,"12002 Carmel Mountain Road, San Diego 92128",Carmel Mountain,32.983468,-117.076222,,,,,,,
Rubio's Coastal Grill,"1485 East Valley Parkway, Escondido 92027",Escondido,33.132826,-117.061614,,,,,,,
Rudy's Taco Shop,"524 stevens ave, Solana Beach 92075",Solana Beach,32.990756,-117.261008,,,,,,,
Sabroso Taco Shop,"2363 Midway Drive, San Diego 92110",Point Loma,32.746043,-117.200638,,,,,,,
Saguaro's,"3753 30th Street, San Diego 92104",North Park,32.74649,-117.129936,,,,,,,
Sahira Mexican Food,"6904 Miramar Rd, San Diego 92121",Sorrento Valley,32.8792088,-117.1672595,,,,,,,
Salazar's Fine Mexican Food,"1502 Market Street, San Diego 92101",East Village,32.711637,-117.150224,,,,,,,
Salsa Brava,"4885 El Cajon Blvd, San Diego 92115",City Heights East,32.75633,-117.089312,,,,,,,
Salud! By San Diego Taco Company,"2196 Logan Ave, San Diego 92113",Barrio Logan,32.6980728,-117.1393529,,,,,,,
San Jose Tortilla Factory,"213 Highland Ave, National City 91950",National City,32.683141,-117.100468,,,,,,,
San Marcos,"2989 Coronado Ave, San Diego 92154",Otay Mesa West,32.576379,-117.068874,,,,,,,
Santana's Mexican Food,"7733 Palm St, Lemon Grove 91945",Lemon Grove,32.7343382,-117.0314204,,,,,,,
Santanas Mexican Grill,"9824 Campo Rd, Spring Valley 91977",Spring Valley,32.748137,-116.984846,,,,,,,
Santana's Mexican Grill,"719 W Washington Street, San Diego 92103",Hillcrest,32.749663,-117.169867,,,,,,,
Sara's Mexican Food,"2907 Mission Blvd, San Diego 92109",Mission Beach,32.765785,-117.251096,,,,,,,
Señor El Taquero,"435 Broadway Street, San Diego 92101",Gaslamp,32.715559,-117.160704,,,,,,,
Senor Pancho Fresh Mexican,"5089 College Ave, San Diego 92115",College Area,32.770526,-117.069608,,,,,,,
Shirleys Kitchen,"7118 University Ave, La Mesa 91941",La Mesa,32.75484,-117.045885,,,,,,,
Silva's Mexican Food,"9664 Campo Rd, Spring Valley 91977",Spring Valley,32.748137,-116.988004,,,,,,,
Sombrero Mexican Food,"7740 Copley Park Place, San Diego 92111",Kearny Mesa,32.83612,-117.15412,,,,,,,
Sombrero Mexican Food,"8590 Rio San Diego Drive, San Diego 92108",Mission Valley,32.775112,-117.144204,,,,,,,
Sombrero Mexican Food,"12090 Scripps Summit Drive, San Diego 92131",Scripps Ranch,32.938347,-117.100983,,,,,,,
Sombrero Mexican Food,"6178 Mission Gorge Road, San Diego 92120",Grantville,32.787407,-117.098134,,,,,,,
Sombrero Mexican Food,"11040 Rancho Carmel Drive, San Diego 92128",Carmel Mountain,32.977138,-117.08289,,,,,,,
Sombrero Mexican Food,"2201 Fern Street, San Diego 92104",Golden Hill/South Park,32.728745,-117.129436,,,,,,,
Sombrero Mexican Food,"1501 E Washington Avenue, El Cajon 92019",El Cajon,32.787297,-116.926906,,,,,,,
Sombrero Mexican Food,"691 Sweetwater Road, Spring Valley 91977",Spring Valley,32.708715,-117.011363,,,,,,,
Su Casa,"480 Alta Rd, San Diego 92179",Otay Mesa West,32.578819,-116.919162,,,,,,,
Su Casa Mexican,"6738 La Jolla Boulevard, La Jolla 92037",La Jolla,32.829883,-117.27713,,,,,,,
Su Roberto's Mexican Food,"5307 Lake Murray Blvd, La Mesa 91942",La Mesa,32.775315,-117.04497,,,,,,,
Super Bronco Mexican,"6725 Linda Vista Rd, San Diego 92111",Linda Vista,32.776033,-117.173104,,,,,,,
Super Bronco Taco Shop,"2455 Otay Center Dr, San Diego 92154",Otay Mesa West,32.555792,-116.942777,,,,,,,
Super Cocina,"3627 University Ave, San Diego 92104",City Heights East,32.749563,-117.114911,,,,,,,
Super Oscars,"7102 University Ave, La Mesa 91942",La Mesa,32.7549676,-117.0460777,,,,,,,
Super Sergio's,"4125 Convoy Street, San Diego 92111",Kearny Mesa,32.817382,-117.154636,,,,,,,
Super Sergio's,"1631 Sweetwater Rd, National City 91950",National City,32.661561,-117.082304,,,,,,,
Super Taco Loco,"1153 6th Ave, San Diego 92101",Core-Columbia,32.717336,-117.159088,,,,,,,
Taco Fiesta,"4111 W Point Loma Boulevard, San Diego 92110",Point Loma,32.753578,-117.223675,,,,,,,
Taco Fiesta,"4920 University Ave, San Diego 92105",City Heights East,32.749637,-117.088327,,,,,,,
Taco Fiesta,"6201 Mission Gorge Rd, San Diego 92120",Grantville,32.787846,-117.097536,,,,,,,
Taco Fiesta 2,"2939 Alta View Dr, San Diego 92139",Paradise Hills,32.676138,-117.038937,,,,,,,
Taco King,"6628 Mission Gorge Rd, San Diego 92120",Grantville,32.793915,-117.097418,,,,,,,
Taco Salsa Taco Shop,"925 E Plaza Blvd, National City 91950",National City,32.676871,-117.096888,,,,,,,
Taco Shop,"2583 Imperial Ave, San Diego 92102",Logan Heights/Sherman Heights,32.706263,-117.138548,,,,,,,
Taco Surf Taco Shop,"4657 Mission Boulevard, San Diego 92109",Pacific Beach,32.798652,-117.255989,,,,,,,
Taco Taco Poway,"13429 Community Rd, Poway 92064",Poway,32.9598924,-117.0403626,,,,,,,
Tacos & Tarros,"1225 Birch Road, Chula Vista 91915",Chula Vista,32.61775,-116.979249,,,,,,,
Tacos de Mexicali,"3450 El Cajon Boulevard, San Diego 92104",City Heights East,32.755557,-117.118843,,,,,,,
Tacos El Paisa,"840 S 47th St, San Diego 92113",Mountain View,32.697396,-117.093929,,,,,,,
Tacos El Paisa Mexican Grill,"2494 Imperial Ave, San Diego 92102",Logan Heights/Sherman Heights,32.706568,-117.140532,,,,,,,
Tacos El Panson,"4433 El Cajon Blvd, San Diego 92115",City Heights East,32.754963,-117.09942,,,,,,,
Tacos la Mezcla,"2221 Fern Street, San Diego 92104",Golden Hill/South Park,32.7291864,-117.1295054,,,,,,,
Tacos Perla,"3000 Upas Street, San Diego 92104",North Park,32.7411175,-117.1301046,,,,,,,
Tacos Si Senor,"4909 El Cajon Blvd, San Diego 92115",City Heights East,32.756421,-117.088662,,,,,,,
Tacos Y Senor Mexican Food,"119 W San Ysidro Blvd, San Ysidro 92173",San Ysidro,32.552637,-117.045049,,,,,,,
Tako Factory,"7287 El Cajon Blvd, San Diego 92117",La Mesa,32.768497,-117.040616,,,,,,,
Tamales Ancira,"2260 Main Street, Suite 17, Chula Vista 91911",Chula Vista,32.595221,-117.085016,,,,,,,
Tamales Chiapaneco,"549 25th St, San Diego 92102",Logan Heights/Sherman Heights,32.711056,-117.140085,,,,,,,
Tamales El Mexicano,"3850 University Avenue, San Diego 92105",Normal Heights,32.7488909,-117.0935815,,,,,,,
Taqueria El Rodeo,"4491 El Cajon Blvd, San Diego 92115",City Heights East,32.755137,-117.097868,,,,,,,
Taqueria Morelos,"309 N Ash St, Escondido 92027",Escondido,33.129398,-117.066634,,,,,,,
Taqueria Revolucion,"362 E San Ysidro Boulevard, San Diego, CA 92173",San Ysidro,32.5504307,-117.0387322,,,,,,,
Teresita's Fruiteria,"4370 Palm Ave. Suite S, San Diego 92154",Otay Mesa West,32.583873,-117.039709,,,,,,,
The Blind Burro,"639 J Street, San Diego 92101",Gaslamp,32.7093677,-117.1588401,,,,,,,
The Broken Yolk Cafe - Carmel Mountain,"11630 Carmel Mountain Rd, San Diego 92128",Carmel Mountain,32.979577,-117.081485,,,,,,,
The Broken Yolk Cafe - Mission Valley,"1760 Camino Del Rio North, San Diego 92108",Mission Valley,32.7690327,-117.1438152,,,,,,,
The Little Restaurant,"3227 Ocean View Boulevard, San Diego 92113",Logan Heights/Sherman Heights,32.7009195,-117.1245387,,,,,,,
The Local Eatery & Drinking Hole,"1065 4th Avenue, San Diego 92101",Core-Columbia,32.716315,-117.160936,,,,,,,
The Mission,"1250 J Street, San Diego 92101",East Village,32.709611,-117.153033,,,,,,,
The Mission,"2801 University Avenue, San Diego 92104",North Park,32.748363,-117.133418,,,,,,,
The Taco Stand,"621 Pearl Street, La Jolla 92037",La Jolla,32.8393518,-117.2768191,,,,,,,
Tierra Santa Mexican,"5950 Santo Rd, San Diego 92124",Tierrasanta,32.839052,-117.097602,,,,,,,
Tin Roof,"401 G Street, San Diego 92101",Gaslamp,32.712247,-117.16075,,,,,,,
Tio Chino,"3334 Rosecrans Street, San Diego 92110",Point Loma,32.7485549,-117.2076623,,,,,,,
Tio Leo's Mexican,"3510 Valley Centre Dr, San Diego 92130",Carmel Valley,32.937605,-117.235928,,,,,,,
Tio Leo's Mexican,"6333 Mission Gorge Rd, San Diego 92120",Grantville,32.789179,-117.097536,,,,,,,
Tio Leo's Mexican Restaurant,"5302 Napa St, San Diego 92110",Linda Vista,32.765858,-117.198142,,,,,,,
Tio Pepe,"3696 Ocean View Blvd, San Diego 92113",Mountain View,32.701437,-117.114791,,,,,,,
Tito's Taco Shop,"5257 Baltimore Drive, La Mesa 91942",La Mesa,32.7746058,-117.0272653,,,,,,,
TJ Oyster Bar,"4246 Bonita Rd, Bonita 91902",Bonita,32.660563,-117.03598,,,,,,,
TJ Oyster Bar #2,"4410 Bonita Road, Bonita 91902",Bonita,32.6608886,-117.0321904,,,,,,,
Toby's Taco Shop,"7160 Miramar Rd, San Diego 92121",Miramar,32.88023,-117.159519,,,,,,,
Tony's Jacal,"621 Valley Ave, Solana Beach 92075",Solana Beach,32.9888203,-117.258872,,,,,,,
Tortas Oasis,"1210 E Plaza Blvd, National City 91950",National City,32.6762163,-117.094152,,,,,,,
Tostadas,"3139 University Ave, San Diego, CA 92104",North Park,32.7483088,-117.1263654,,,,,,,
Trujillo Taco Shop,"5119 College Ave, San Diego 92115",College Area,32.77119,-117.069589,,,,,,,
Un Mundo Mexican Grill,"4150 Regents Park Row Suite 170, La Jolla 92037",La Jolla,32.873047,-117.217604,,,,,,,
Valencia's Mexican Food,"5201 Linda Vista Rd, Ste 102, San Diego 92110",Linda Vista,32.765368,-117.196447,,,,,,,
Valentina's Mexican Restaurant,"2407 E Valley Pkwy, Escondido 92027",Escondido,33.1402575,-117.0432374,,,,,,,
Valentine's Mexican Food,"842 Market Street, San Diego 92101",East Village,32.71178,-117.156822,,,,,,,
Vallarta,"4125 El Cajon Blvd, San Diego 92105",City Heights East,32.754963,-117.1067,,,,,,,
Vallarta Express,"9313 Mira Mesa Blvd, San Diego 92126",Mira Mesa,32.9168003,-117.1238606,,,,,,,
Vallarta Express Mexican Eatery,"4277 Genesee Ave, San Diego 92117",Clairemont,32.820905,-117.182463,,,,,,,
Vallarta Supermarket,"1315 E Valley Pkwy, Escondido 92027",Escondido,33.1304629,-117.0641511,,,,,,,
Vaqueros Carne Asada,"6936 Lisbon St, San Diego 92114",Paradise Hills,32.712137,-117.048214,,,,,,,
Verdes El Ranchero,"7404 La Jolla Boulevard, San Diego 92037",La Jolla,32.837678,-117.278334,,,,,,,
Village Kitchen,"4853 Newport Ave, San Diego 92107",Ocean Beach,32.745175,-117.248599,,,,,,,
Viva Sabor Mexican Grill,"8870 Navajo Rd, San Diego 92119",San Carlos,32.8041205,-117.0070937,,,,,,,
Wahoo's Fish Taco,"639 Pearl Street, La Jolla 92037",La Jolla,32.839376,-117.276766,,,,,,,
Wahoo's Fish Taco,"10436 Craftsman Way, San Diego 92127",Rancho Bernardo,33.0200845,-117.1138624,,,,,,,
Wanna Taco,"4211 Camino De La Plz, San Ysidro 92173",San Ysidro,32.545263,-117.042361,,,,,,,
Yesenia's Mexican Food,"12075 Carmel Mountain Rd., San Diego 92128",Carmel Mountain,32.98403,-117.075428,,,,,,,
